1.904761904761904745e+01,3.160173160173160412e+01,2.987012987012986898e+01,3.116883116883116855e+01,3.246753246753246458e+01,3.376623376623376771e+01,3.290043290043290369e+01,2.813852813852814094e+01,3.766233766233766289e+01,3.116883116883116855e+01
3.160173160173160412e+01,2.683982683982684136e+01,2.943722943722944052e+01,3.419913419913419972e+01,3.593073593073592775e+01,3.636363636363636687e+01,3.549783549783550285e+01,3.160173160173160412e+01,3.896103896103896602e+01,3.333333333333332860e+01
2.987012987012986898e+01,2.943722943722944052e+01,2.380952380952380665e+01,3.463203463203463173e+01,3.506493506493506374e+01,3.549783549783550285e+01,3.593073593073592775e+01,3.030303030303030454e+01,3.809523809523809490e+01,3.203463203463203257e+01
3.116883116883116855e+01,3.419913419913419972e+01,3.463203463203463173e+01,2.380952380952380665e+01,3.376623376623376771e+01,3.506493506493506374e+01,3.593073593073592775e+01,2.943722943722944052e+01,3.766233766233766289e+01,3.419913419913419972e+01
3.246753246753246458e+01,3.593073593073592775e+01,3.506493506493506374e+01,3.376623376623376771e+01,2.640692640692640580e+01,3.722943722943723088e+01,3.722943722943723088e+01,3.203463203463203257e+01,3.852813852813852691e+01,3.549783549783550285e+01
3.376623376623376771e+01,3.636363636363636687e+01,3.549783549783550285e+01,3.506493506493506374e+01,3.722943722943723088e+01,2.467532467532467422e+01,3.160173160173160412e+01,3.160173160173160412e+01,3.939393939393939092e+01,3.549783549783550285e+01
3.290043290043290369e+01,3.549783549783550285e+01,3.593073593073592775e+01,3.593073593073592775e+01,3.722943722943723088e+01,3.160173160173160412e+01,2.597402597402597024e+01,3.333333333333332860e+01,3.896103896103896602e+01,3.419913419913419972e+01
2.813852813852814094e+01,3.160173160173160412e+01,3.030303030303030454e+01,2.943722943722944052e+01,3.203463203463203257e+01,3.160173160173160412e+01,3.333333333333332860e+01,1.558441558441558428e+01,3.809523809523809490e+01,3.333333333333332860e+01
3.766233766233766289e+01,3.896103896103896602e+01,3.809523809523809490e+01,3.766233766233766289e+01,3.852813852813852691e+01,3.939393939393939092e+01,3.896103896103896602e+01,3.809523809523809490e+01,3.116883116883116855e+01,3.636363636363636687e+01
3.116883116883116855e+01,3.333333333333332860e+01,3.203463203463203257e+01,3.419913419913419972e+01,3.549783549783550285e+01,3.549783549783550285e+01,3.419913419913419972e+01,3.333333333333332860e+01,3.636363636363636687e+01,2.554112554112554179e+01
